,assembled,sample_id,project_id,TMDB_material,creation_date,average_length,sequence_count,basepairs_count,source_database,mean_quality_SRA,quality_above_30_SRA,sample_collection_date,TMDB_biome,project_name,seq_platform,sample_depth,sample_latitude,sample_location,sample_longitude,TMDB_water_location,TMDB_water_type,TMDB_soil_condition,sample_elevation,TMDB_water_condition,TMDB_organic_material,TMDB_soil_type,TMDB_other_material,TMDB_anthropogenic_material,TMDB_soil_location,TMDB_gas,TMDB_sediment,TMDB_sludge,sample_ph,sample_temp
SRR5306398,No,SRS2012953,SRX2607639,water,2017-03-03,202.0,19687023.0,3976778646.0,SRA,38.4,93.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306399,No,SRS2012954,SRX2607640,water,2017-03-03,202.0,17308683.0,3496353966.0,SRA,38.31,92.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306400,No,SRS2012955,SRX2607641,water,2017-03-03,202.0,21397423.0,4322279446.0,SRA,38.17,92.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306404,No,SRS2012960,SRX2607646,water,2017-03-03,202.0,39420138.0,7962867876.0,SRA,38.66,94.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306406,No,SRS2012961,SRX2607648,water,2017-03-03,202.0,36367075.0,7346149150.0,SRA,38.46,93.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306407,No,SRS2012962,SRX2607649,water,2017-03-03,202.0,38035796.0,7683230792.0,SRA,38.37,93.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306409,No,SRS2012963,SRX2607650,water,2017-03-03,202.0,48675198.0,9832389996.0,SRA,38.57,93.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306410,No,SRS2012964,SRX2607651,water,2017-03-03,202.0,37870020.0,7649744040.0,SRA,38.32,92.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5306476,No,SRS2012971,SRX2607686,,2017-03-08,502.0,7241072.0,3635018144.0,SRA,33.17,79.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306477,No,SRS2012972,SRX2607687,,2017-03-08,502.0,897360.0,450474720.0,SRA,32.63,77.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306478,No,SRS2012973,SRX2607688,,2017-03-08,502.0,708710.0,355772420.0,SRA,32.62,77.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306479,No,SRS2012974,SRX2607689,,2017-03-08,502.0,13057950.0,6555090900.0,SRA,34.43,84.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306480,No,SRS2012975,SRX2607690,,2017-03-08,502.0,9080032.0,4558176064.0,SRA,34.71,86.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306481,No,SRS2012977,SRX2607691,,2017-03-08,502.0,11752533.0,5899771566.0,SRA,33.91,83.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306482,No,SRS2012978,SRX2607692,,2017-03-08,502.0,376428.0,188966856.0,SRA,30.41,67.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306483,No,SRS2012976,SRX2607693,,2017-03-08,502.0,1486513.0,746229526.0,SRA,32.77,78.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306484,No,SRS2012979,SRX2607694,,2017-03-08,502.0,491887.0,246927274.0,SRA,33.75,82.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306485,No,SRS2012980,SRX2607695,,2017-03-08,502.0,4420082.0,2218881164.0,SRA,33.71,82.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306486,No,SRS2012981,SRX2607696,,2017-03-08,502.0,5357132.0,2689280264.0,SRA,34.44,84.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5306487,No,SRS2012982,SRX2607697,,2017-03-08,502.0,8501534.0,4267770068.0,SRA,29.69,69.0,2009-06-09,forest; mixed forest,Comparison of 454 and Illumina sequencing methods to study arbuscular mycorrhizal fungal community diversity,ILLUMINA,,58.28,Estonia,27.32,,,,83.0,,,,,,,,,,,
SRR5328925,Not inferred,SRS2037823,SRX2627946,,2017-09-26,252.0,5153485.0,1300148373.0,SRA,26.75,45.0,2014-01-01,,Lithgow State amended coal well metagenome,ION_TORRENT,,-33.29,Australia,150.09,,,,,,,,coal,,,,,,,
SRR5352271,No,SRS2053844,SRX2648641,water,2017-03-17,151.0,3846852.0,580856188.0,SRA,36.17,94.0,2015-03-16,,oil metagenome Raw sequence reads,ILLUMINA,,34.13,China,120.23,,,,,,oil,,,,,,,,,
SRR5352272,No,SRS2053845,SRX2648642,water,2017-03-17,151.0,5102395.0,770789503.0,SRA,36.19,94.0,2015-03-16,,oil metagenome Raw sequence reads,ILLUMINA,,33.12,China,120.23,,,,,,oil,,,,,,,,,
SRR5352273,No,SRS2053846,SRX2648643,water,2017-03-17,151.0,4581248.0,691597428.0,SRA,36.45,95.0,2015-03-16,,oil metagenome Raw sequence reads,ILLUMINA,,33.11,China,120.22,,,,,,oil,,,,,,,,,
SRR5352525,No,SRS2053961,SRX2648752,water,2017-03-17,302.0,12299467.0,3714439034.0,SRA,37.86,95.0,2014-11-01,,Mine wastewater metagenomics,ILLUMINA,,46.65,Canada,-81.32,,,,,,,,,,,,,,,
SRR5352526,No,SRS2053963,SRX2648753,water,2017-03-17,302.0,10168328.0,3070835056.0,SRA,37.52,94.0,2014-11-01,,Mine wastewater metagenomics,ILLUMINA,,46.65,Canada,-81.32,,,,,,,,,,,,,,,
SRR5352528,No,SRS2053964,SRX2648755,water,2017-03-17,302.0,13749256.0,4152275312.0,SRA,37.16,93.0,2014-09-01,,Mine wastewater metagenomics,ILLUMINA,,46.65,Canada,-81.32,,,,,,,,,,,,,,,
SRR5352529,No,SRS2053966,SRX2648756,water,2017-03-17,302.0,13389269.0,4043559238.0,SRA,38.04,96.0,2014-09-01,,Mine wastewater metagenomics,ILLUMINA,,46.65,Canada,-81.32,,,,,,,,,,,,,,,
SRR5352534,No,SRS2053970,SRX2648761,,2017-03-17,302.0,11129497.0,3361108094.0,SRA,37.63,94.0,2014-09-01,,Mine wastewater metagenomics,ILLUMINA,,46.65,Canada,-81.32,,,,,,,,rock,,,,,,,
SRR5352535,No,SRS2053972,SRX2648762,,2017-03-17,302.0,8338598.0,2518256596.0,SRA,37.88,95.0,2014-11-01,,Mine wastewater metagenomics,ILLUMINA,,46.65,Canada,-81.32,,,,,,,,rock,,,,,,,
SRR5352536,No,SRS2053973,SRX2648763,,2017-03-17,302.0,9334037.0,2818879174.0,SRA,37.64,94.0,2014-09-01,,Mine wastewater metagenomics,ILLUMINA,,46.65,Canada,-81.32,,,,,,,,rock,,,,,,,
SRR5381481,No,SRS2075085,SRX2676607,,2017-04-11,412.0,2559271.0,1053567840.0,SRA,35.14,88.0,2013-01-01,mangrove,Novel co-symbiosis in the unique lucinid bivalve Phacoides pectinatus,ILLUMINA,,,United States of America,,,,,,,,,,,,,,,,
SRR5381483,No,SRS2075087,SRX2676609,,2017-04-11,240.0,114043484.0,27421068543.0,SRA,35.56,94.0,2014-07-25,mangrove,Novel co-symbiosis in the unique lucinid bivalve Phacoides pectinatus,ILLUMINA,,,United States of America,,,,,,,,,,,,,,,,
SRR5381855,No,SRS2075395,SRX2676968,soil,2017-03-28,300.0,1684054.0,505416513.0,SRA,35.92,95.0,2016-06-17,,Soil metagenome of an asparagus culture initial control R1,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381878,No,SRS2075416,SRX2676990,soil,2017-03-28,300.0,2204739.0,660870316.0,SRA,35.89,95.0,2016-06-17,,Soil metagenome of an asparagus field culture initial control R2 Metagenome,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381880,No,SRS2075418,SRX2676992,soil,2017-03-28,300.0,2523375.0,757865852.0,SRA,35.74,95.0,2016-06-17,,Soil metagenome of an asparagus field culture initial control R3,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381886,No,SRS2075424,SRX2676998,soil,2017-03-28,300.0,3285349.0,987214028.0,SRA,36.0,96.0,2016-09-16,,Soil metagenome of an asparagus field culture final control R1,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381887,No,SRS2075425,SRX2676999,soil,2017-03-28,301.0,2640387.0,793911843.0,SRA,35.7,94.0,2016-09-16,,Soil metagenome of an asparagus field culture final control R2 Metagenome,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381892,No,SRS2075429,SRX2677003,soil,2017-03-28,301.0,6178594.0,1857364634.0,SRA,35.86,95.0,2016-09-16,,Soil metagenome of an asparagus field culture final control R3 Metagenome,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381894,No,SRS2075430,SRX2677004,soil,2017-03-28,301.0,3207470.0,964069935.0,SRA,35.37,93.0,2016-09-16,,Soil metagenome of an asparagus field culture treated with Innovak R1,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381897,No,SRS2075433,SRX2677007,soil,2017-03-28,301.0,3721304.0,1118336888.0,SRA,35.69,95.0,2016-09-16,,Soil metagenome of an asparagus field culture treated with Innovak R2,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381899,No,SRS2075436,SRX2677010,soil,2017-03-28,300.0,3100914.0,929737662.0,SRA,35.72,95.0,2016-09-16,,Soil metagenome of an asparagus field culture treated with Innovak R3,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381902,No,SRS2075438,SRX2677012,soil,2017-03-28,300.0,4217156.0,1266426731.0,SRA,35.62,94.0,2016-09-16,,Soil metagenome of an asparagus field culture treated with Innovak and Ceres R1,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381903,No,SRS2075442,SRX2677015,soil,2017-03-28,301.0,5717740.0,1720394185.0,SRA,35.45,94.0,2016-09-16,,Soil metagenome of an asparagus field culture treated with Innovak and Ceres R2,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5381907,No,SRS2075444,SRX2677018,soil,2017-03-28,301.0,5404352.0,1624397704.0,SRA,35.61,94.0,2016-09-16,,Soil metagenome of an asparagus field culture treated with Innovak and Ceres R3,ILLUMINA,,43.577,France,4.368,,,,,,,,,,,,,,,
SRR5416890,No,SRS2101230,SRX2708504,water,2017-04-05,532.0,2713394.0,1444817334.0,SRA,32.76,78.0,2015-10-02,,Viral samples from river water and parsley Metagenome,ILLUMINA,,41.42,Spain,2.15,river water,,,,,,,,,,,,,,
SRR5416892,No,SRS2101237,SRX2708506,water,2017-04-05,542.0,596358.0,322994093.0,SRA,25.6,53.0,2015-10-02,,Viral samples from river water and parsley Metagenome,ILLUMINA,,41.43,Spain,2.14,river water,,,,,,,,,,,,,,
SRR5427980,No,SRS2108702,SRX2718004,,2017-04-06,302.0,25304728.0,7642027856.0,SRA,35.62,92.0,2013-09-01,forest,Rhizosphere microbial communities from Harvard Forest;  USA - 2Rhizosphere_unsorted metaG metagenome,ILLUMINA,,42.5502,United States of America,-72.1737,,,,,,,,,,,,,,,
SRR5427986,No,SRS2108708,SRX2718010,,2017-04-06,302.0,107781773.0,32550095446.0,SRA,35.65,92.0,2013-09-01,forest,Rhizosphere microbial communities from Harvard Forest;  USA - 6Rhizosphere_unsorted metaG metagenome,ILLUMINA,,42.5502,United States of America,-72.1737,,,,,,,,,,,,,,,
SRR5428011,No,SRS2108731,SRX2718035,soil,2017-04-06,302.0,22553990.0,6811304980.0,SRA,35.63,92.0,2013-09-01,forest,Bulk soil microbial communities from Harvard Forest;  USA - 2Bulk_unsorted metaG metagenome,ILLUMINA,,42.5502,United States of America,-72.1737,,,,,,,bulk soil,,,,,,,,
SRR5428012,No,SRS2108732,SRX2718036,soil,2017-04-06,302.0,106855416.0,32270335632.0,SRA,35.48,92.0,2013-09-01,forest,Bulk soil microbial communities from Harvard Forest;  USA - 4Bulk_unsorted metaG metagenome,ILLUMINA,,42.3912,United States of America,-72.1737,,,,,,,bulk soil,,,,,,,,
SRR5428114,No,SRS2108834,SRX2718138,soil,2017-04-06,302.0,23800981.0,7187896262.0,SRA,35.21,90.0,2013-09-01,forest,Bulk soil microbial communities from Harvard Forest;  USA - 5Bulk_unsorted metaG metagenome,ILLUMINA,,42.5502,United States of America,-72.1737,,,,,,,bulk soil,,,,,,,,
SRR5428135,No,SRS2108852,SRX2718159,,2017-04-06,302.0,26976626.0,8146941052.0,SRA,34.53,88.0,2013-09-01,forest,Rhizosphere microbial communities from Harvard Forest;  USA - 5Rhizosphere_NRneg metaG metagenome,ILLUMINA,,42.5502,United States of America,-72.1737,,,,,,,,,,,,,,,
SRR5428136,No,SRS2108853,SRX2718160,,2017-04-06,302.0,23457439.0,7084146578.0,SRA,34.95,89.0,,forest,Rhizosphere microbial communities from Harvard Forest;  USA - 3Rhizosphere_NRneg metaG metagenome,ILLUMINA,,42.5502,United States of America,-72.1737,,,,,,,,,,,,,,,
SRR5428137,No,SRS2108856,SRX2718162,,2017-04-07,302.0,34500664.0,10419200528.0,SRA,34.51,88.0,2013-09-01,forest,Rhizosphere microbial communities from Harvard Forest;  USA - 4Rhizosphere_NRpos metaG metagenome,ILLUMINA,,42.5502,United States of America,-72.1737,,,,,,,,,,,,,,,
SRR5429448,No,SRS2110033,SRX2719479,water,2017-04-07,183.0,84434.0,15434630.0,SRA,37.15,97.0,2015-01-01,,DNA Isolation Kit Comparison,ILLUMINA,,39.9526,United States of America,-75.1652,,,,,,,,,,,,,,,
SRR5429449,No,SRS2110034,SRX2719480,water,2017-04-07,175.0,123004.0,21472529.0,SRA,34.2,84.0,2015-01-01,,DNA Isolation Kit Comparison,ILLUMINA,,39.9526,United States of America,-75.1652,,,,,,,,,,,,,,,
SRR5429513,No,SRS2110102,SRX2719552,sediment,2017-04-07,302.0,16282414.0,4917289028.0,SRA,34.38,87.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 1_LOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5429605,No,SRS2110156,SRX2719626,sediment,2017-04-07,302.0,14063084.0,4247051368.0,SRA,34.48,88.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 3_LOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5429606,No,SRS2110157,SRX2719627,sediment,2017-04-07,302.0,14860028.0,4487728456.0,SRA,34.43,87.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 4_LOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5429607,No,SRS2110158,SRX2719628,sediment,2017-04-07,302.0,15309487.0,4623465074.0,SRA,34.46,87.0,2014-10-17,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 2_LOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430100,No,SRS2110614,SRX2720108,sediment,2017-04-07,302.0,13447814.0,4061239828.0,SRA,34.09,86.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 7_HOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430101,No,SRS2110615,SRX2720109,sediment,2017-04-07,302.0,12878125.0,3889193750.0,SRA,34.35,87.0,2014-10-17,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 8_HOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430102,No,SRS2110616,SRX2720110,sediment,2017-04-07,302.0,14866135.0,4489572770.0,SRA,34.32,87.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 9_HOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430104,No,SRS2110622,SRX2720116,sediment,2017-04-07,302.0,12970962.0,3917230524.0,SRA,31.98,79.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 13_LOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430105,No,SRS2110623,SRX2720117,sediment,2017-04-07,302.0,16155876.0,4879074552.0,SRA,34.65,88.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 14_LOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430106,No,SRS2110625,SRX2720119,sediment,2017-04-07,302.0,16410561.0,4955989422.0,SRA,34.56,88.0,2014-10-17,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 10_HOW4 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430112,No,SRS2110661,SRX2720155,sediment,2017-04-07,302.0,13904386.0,4199124572.0,SRA,34.09,86.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 16_LOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430113,No,SRS2110662,SRX2720156,sediment,2017-04-07,302.0,13900336.0,4197901472.0,SRA,34.36,87.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 15_LOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430114,No,SRS2110663,SRX2720157,sediment,2017-04-07,302.0,12140954.0,3666568108.0,SRA,34.34,88.0,2014-10-09,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 19_HOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430117,No,SRS2110665,SRX2720159,sediment,2017-04-08,302.0,15350681.0,4635905662.0,SRA,34.34,88.0,2014-10-17,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 22_HOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430118,No,SRS2110666,SRX2720160,sediment,2017-04-08,302.0,16801714.0,5074117628.0,SRA,34.55,88.0,2014-10-17,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 20_HOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430119,No,SRS2110667,SRX2720161,sediment,2017-04-08,302.0,15157416.0,4577539632.0,SRA,34.77,89.0,2014-10-10,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 21_HOW5 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430152,No,SRS2110668,SRX2720162,sediment,2017-04-08,302.0,16200145.0,4892443790.0,SRA,34.74,89.0,2014-10-10,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 27_LOW6 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430153,No,SRS2110669,SRX2720163,sediment,2017-04-08,302.0,16534817.0,4993514734.0,SRA,34.73,88.0,2014-10-10,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 25_LOW6 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430154,No,SRS2110670,SRX2720164,sediment,2017-04-08,302.0,13323580.0,4023721160.0,SRA,34.65,88.0,2014-10-10,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 26_LOW6 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430201,No,SRS2110715,SRX2720209,sediment,2017-04-08,302.0,13503096.0,4077934992.0,SRA,34.6,88.0,2014-10-10,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 31_HOW6 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430202,No,SRS2110716,SRX2720210,sediment,2017-04-08,302.0,14635725.0,4419988950.0,SRA,33.87,86.0,2014-10-10,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 32_HOW6 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430203,No,SRS2110717,SRX2720211,sediment,2017-04-08,302.0,13525209.0,4084613118.0,SRA,33.85,85.0,2014-10-10,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 28_LOW6 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
SRR5430403,No,SRS2110910,SRX2720410,sediment,2017-04-08,302.0,15551160.0,4696450320.0,SRA,34.8,89.0,2014-10-17,,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 33_HOW6 metagenome,ILLUMINA,,48.3807,United States of America,-122.1599,,,,,,,,,,,,,,,
